ProductName,QuantityOnHand,UnitCost,InventoryDate
Adjustable Race,875,$0.27,2012-05-10
Bearing Ball,875,$0.21,2012-05-10
BB Ball Bearing,700,$0.21,2012-05-10
Headset Ball Bearings,700,$0.26,2012-05-10
Blade,700,$0.20,2012-05-10
LL Crankarm,438,$0.20,2012-05-10
ML Crankarm,438,$0.19,2012-05-10
HL Crankarm,438,$0.23,2012-05-10
Chainring Bolts,875,$0.21,2012-05-10
Chainring Nut,875,$0.17,2012-05-10
Chainring,875,$0.29,2012-05-10
Crown Race,875,$0.19,2012-05-10
Chain Stays,875,$0.65,2012-05-10
Decal 1,875,$0.18,2012-05-10
Decal 2,875,$0.24,2012-05-10
Down Tube,700,$0.21,2012-05-10
Mountain End Caps,875,$0.21,2012-05-10
Road End Caps,875,$0.20,2012-05-10
Touring End Caps,875,$0.29,2012-05-10
Fork End,700,$0.17,2012-05-10
Freewheel,438,$0.23,2012-05-10
Flat Washer 1,875,$0.19,2012-05-10
Flat Washer 6,875,$0.20,2012-05-10
Flat Washer 2,875,$0.24,2012-05-10
Flat Washer 9,875,$0.22,2012-05-10
Flat Washer 4,875,$0.20,2012-05-10
Flat Washer 3,875,$0.20,2012-05-10
Flat Washer 8,875,$0.31,2012-05-10
Flat Washer 5,875,$0.20,2012-05-10
Flat Washer 7,875,$0.23,2012-05-10
Fork Crown,700,$0.20,2012-05-10
Front Derailleur Cage,700,$0.21,2012-05-10
Front Derailleur Linkage,700,$0.20,2012-05-10
Guide Pulley,700,$0.30,2012-05-10
LL Grip Tape,700,$0.53,2012-05-10
ML Grip Tape,700,$0.19,2012-05-10
HL Grip Tape,700,$0.22,2012-05-10
Thin-Jam Hex Nut 9,875,$0.23,2012-05-10
Thin-Jam Hex Nut 10,875,$0.30,2012-05-10
Thin-Jam Hex Nut 1,875,$0.39,2012-05-10
Thin-Jam Hex Nut 2,875,$0.51,2012-05-10
Thin-Jam Hex Nut 15,875,$0.20,2012-05-10
Thin-Jam Hex Nut 16,875,$0.21,2012-05-10
Thin-Jam Hex Nut 5,875,$0.20,2012-05-10
Thin-Jam Hex Nut 6,875,$0.42,2012-05-10
Thin-Jam Hex Nut 3,875,$0.22,2012-05-10
Thin-Jam Hex Nut 4,875,$0.27,2012-05-10
Thin-Jam Hex Nut 13,875,$0.18,2012-05-10
Thin-Jam Hex Nut 14,875,$0.37,2012-05-10
Thin-Jam Hex Nut 7,875,$0.19,2012-05-10
Thin-Jam Hex Nut 8,875,$0.25,2012-05-10
Thin-Jam Hex Nut 12,875,$0.30,2012-05-10
Thin-Jam Hex Nut 11,875,$0.42,2012-05-10
Hex Nut 5,875,$0.22,2012-05-10
Hex Nut 6,875,$0.34,2012-05-10
Hex Nut 16,875,$0.29,2012-05-10
Hex Nut 17,875,$0.21,2012-05-10
Hex Nut 7,875,$0.22,2012-05-10
Hex Nut 8,875,$0.22,2012-05-10
Hex Nut 9,875,$0.18,2012-05-10
Hex Nut 22,875,$0.20,2012-05-10
Hex Nut 23,875,$0.40,2012-05-10
Hex Nut 12,875,$0.28,2012-05-10
Hex Nut 13,875,$0.20,2012-05-10
Hex Nut 1,875,$0.24,2012-05-10
Hex Nut 10,875,$0.21,2012-05-10
Hex Nut 11,875,$0.37,2012-05-10
Hex Nut 2,875,$0.19,2012-05-10
Hex Nut 20,875,$0.19,2012-05-10
Hex Nut 21,875,$0.32,2012-05-10
Hex Nut 3,875,$0.25,2012-05-10
Hex Nut 14,875,$0.29,2012-05-10
Hex Nut 15,875,$0.26,2012-05-10
Hex Nut 4,875,$0.38,2012-05-10
Hex Nut 18,875,$0.31,2012-05-10
Hex Nut 19,875,$0.18,2012-05-10
Handlebar Tube,700,$0.18,2012-05-10
Head Tube,700,$0.28,2012-05-10
LL Hub,438,$0.51,2012-05-10
HL Hub,438,$0.23,2012-05-10
Keyed Washer,875,$0.23,2012-05-10
External Lock Washer 3,875,$0.19,2012-05-10
External Lock Washer 4,875,$0.20,2012-05-10
External Lock Washer 9,875,$0.25,2012-05-10
External Lock Washer 5,875,$0.42,2012-05-10
External Lock Washer 7,875,$0.23,2012-05-10
External Lock Washer 6,875,$0.21,2012-05-10
External Lock Washer 1,875,$0.24,2012-05-10
External Lock Washer 8,875,$0.24,2012-05-10
External Lock Washer 2,875,$0.23,2012-05-10
Internal Lock Washer 3,875,$0.17,2012-05-10
Internal Lock Washer 4,875,$0.18,2012-05-10
Internal Lock Washer 9,875,$0.26,2012-05-10
Internal Lock Washer 5,875,$0.16,2012-05-10
Internal Lock Washer 7,875,$0.24,2012-05-10
Internal Lock Washer 6,875,$0.16,2012-05-10
Internal Lock Washer 10,875,$0.27,2012-05-10
Internal Lock Washer 1,875,$0.26,2012-05-10
Internal Lock Washer 8,875,$0.43,2012-05-10
Internal Lock Washer 2,875,$0.30,2012-05-10
Thin-Jam Lock Nut 9,875,$0.22,2012-05-10
Thin-Jam Lock Nut 10,875,$0.19,2012-05-10
Thin-Jam Lock Nut 1,875,$0.22,2012-05-10
Thin-Jam Lock Nut 2,875,$0.29,2012-05-10
Thin-Jam Lock Nut 15,875,$0.36,2012-05-10
Thin-Jam Lock Nut 16,875,$0.19,2012-05-10
Thin-Jam Lock Nut 5,875,$0.29,2012-05-10
Thin-Jam Lock Nut 6,875,$0.19,2012-05-10
Thin-Jam Lock Nut 3,875,$0.32,2012-05-10
Thin-Jam Lock Nut 4,875,$0.20,2012-05-10
Thin-Jam Lock Nut 13,875,$0.17,2012-05-10
Thin-Jam Lock Nut 14,875,$0.29,2012-05-10
Thin-Jam Lock Nut 7,875,$0.20,2012-05-10
Thin-Jam Lock Nut 8,875,$0.19,2012-05-10
Thin-Jam Lock Nut 12,875,$0.18,2012-05-10
Thin-Jam Lock Nut 11,875,$0.28,2012-05-10
Lock Nut 5,875,$0.23,2012-05-10
Lock Nut 6,875,$0.24,2012-05-10
Lock Nut 16,875,$0.17,2012-05-10
Lock Nut 17,875,$0.20,2012-05-10
Lock Nut 7,875,$0.29,2012-05-10
Lock Nut 8,875,$0.34,2012-05-10
Lock Nut 9,875,$0.17,2012-05-10
Lock Nut 22,875,$0.27,2012-05-10
Lock Nut 23,875,$0.18,2012-05-10
Lock Nut 12,875,$0.19,2012-05-10
Lock Nut 13,875,$0.35,2012-05-10
Lock Nut 1,875,$0.20,2012-05-10
Lock Nut 10,875,$0.32,2012-05-10
Lock Nut 11,875,$0.24,2012-05-10
Lock Nut 2,875,$0.25,2012-05-10
Lock Nut 20,875,$0.21,2012-05-10
Lock Nut 21,875,$0.35,2012-05-10
Lock Nut 3,875,$0.27,2012-05-10
Lock Nut 14,875,$0.20,2012-05-10
Lock Nut 15,875,$0.19,2012-05-10
Lock Nut 4,875,$0.31,2012-05-10
Lock Nut 19,875,$0.24,2012-05-10
Lock Nut 18,875,$0.27,2012-05-10
Lock Ring,875,$0.28,2012-05-10
Lower Head Race,875,$0.19,2012-05-10
Lock Washer 4,875,$0.32,2012-05-10
Lock Washer 5,875,$0.22,2012-05-10
Lock Washer 10,875,$0.21,2012-05-10
Lock Washer 6,875,$0.38,2012-05-10
Lock Washer 13,875,$0.17,2012-05-10
Lock Washer 8,875,$0.20,2012-05-10
Lock Washer 1,875,$0.19,2012-05-10
Lock Washer 7,875,$0.35,2012-05-10
Lock Washer 12,875,$0.24,2012-05-10
Lock Washer 2,875,$0.25,2012-05-10
Lock Washer 9,875,$0.24,2012-05-10
Lock Washer 3,875,$0.27,2012-05-10
Lock Washer 11,875,$0.23,2012-05-10
Metal Angle,875,$0.19,2012-05-10
Metal Bar 1,875,$0.19,2012-05-10
Metal Bar 2,875,$0.29,2012-05-10
Metal Plate 2,875,$0.34,2012-05-10
