ProductName,QuantityOnHand,UnitCost,InventoryDate
Adjustable Race,875,$0.27,2012-05-08
Bearing Ball,875,$0.21,2012-05-08
BB Ball Bearing,700,$0.21,2012-05-08
Headset Ball Bearings,700,$0.27,2012-05-08
Blade,700,$0.20,2012-05-08
LL Crankarm,438,$0.20,2012-05-08
ML Crankarm,438,$0.18,2012-05-08
HL Crankarm,438,$0.23,2012-05-08
Chainring Bolts,875,$0.21,2012-05-08
Chainring Nut,875,$0.17,2012-05-08
Chainring,875,$0.29,2012-05-08
Crown Race,875,$0.19,2012-05-08
Chain Stays,875,$0.65,2012-05-08
Decal 1,875,$0.18,2012-05-08
Decal 2,875,$0.23,2012-05-08
Down Tube,700,$0.21,2012-05-08
Mountain End Caps,875,$0.21,2012-05-08
Road End Caps,875,$0.20,2012-05-08
Touring End Caps,875,$0.29,2012-05-08
Fork End,700,$0.17,2012-05-08
Freewheel,438,$0.23,2012-05-08
Flat Washer 1,875,$0.18,2012-05-08
Flat Washer 6,875,$0.20,2012-05-08
Flat Washer 2,875,$0.24,2012-05-08
Flat Washer 9,875,$0.21,2012-05-08
Flat Washer 4,875,$0.20,2012-05-08
Flat Washer 3,875,$0.20,2012-05-08
Flat Washer 8,875,$0.31,2012-05-08
Flat Washer 5,875,$0.20,2012-05-08
Flat Washer 7,875,$0.23,2012-05-08
Fork Crown,700,$0.20,2012-05-08
Front Derailleur Cage,700,$0.21,2012-05-08
Front Derailleur Linkage,700,$0.20,2012-05-08
Guide Pulley,700,$0.30,2012-05-08
LL Grip Tape,700,$0.54,2012-05-08
ML Grip Tape,700,$0.19,2012-05-08
HL Grip Tape,700,$0.22,2012-05-08
Thin-Jam Hex Nut 9,875,$0.23,2012-05-08
Thin-Jam Hex Nut 10,875,$0.30,2012-05-08
Thin-Jam Hex Nut 1,875,$0.39,2012-05-08
Thin-Jam Hex Nut 2,875,$0.50,2012-05-08
Thin-Jam Hex Nut 15,875,$0.20,2012-05-08
Thin-Jam Hex Nut 16,875,$0.21,2012-05-08
Thin-Jam Hex Nut 5,875,$0.20,2012-05-08
Thin-Jam Hex Nut 6,875,$0.42,2012-05-08
Thin-Jam Hex Nut 3,875,$0.22,2012-05-08
Thin-Jam Hex Nut 4,875,$0.27,2012-05-08
Thin-Jam Hex Nut 13,875,$0.18,2012-05-08
Thin-Jam Hex Nut 14,875,$0.37,2012-05-08
Thin-Jam Hex Nut 7,875,$0.19,2012-05-08
Thin-Jam Hex Nut 8,875,$0.25,2012-05-08
